filepath,Label
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0953.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0954.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0955.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0956.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0957.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0958.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0959.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0960.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0961.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0962.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0963.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0964.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0965.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0966.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0967.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0968.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0969.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0970.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0971.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0972.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0973.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0974.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0975.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0976.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0977.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0978.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0979.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0980.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0981.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0982.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0983.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0984.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0985.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0986.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0987.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0988.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0989.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0990.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0991.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0992.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0993.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0994.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0995.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0996.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0997.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0998.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_0999.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1000.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1001.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1002.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1003.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1004.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1005.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1006.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1007.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1008.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1009.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1010.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1011.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1012.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1013.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1014.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1015.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1016.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1017.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1018.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1019.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1020.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1021.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1022.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1023.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1024.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1025.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1026.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1027.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1028.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1029.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1030.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1031.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1032.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1033.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1034.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1035.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1036.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1037.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1038.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1039.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1040.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1041.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1042.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1043.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1044.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1045.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1046.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1047.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1048.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1049.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1050.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1051.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1052.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1053.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1054.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1055.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1056.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1057.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1058.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1059.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1060.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1061.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1062.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1063.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1064.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1065.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1066.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1067.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1068.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1069.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1070.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1071.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1072.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1073.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1074.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1075.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1076.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1077.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1078.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1079.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1080.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1081.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1082.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1083.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1084.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1085.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1086.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1087.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1088.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1089.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1090.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1091.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1092.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1093.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1094.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1095.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1096.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1097.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1098.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1099.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1100.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1101.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1102.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1103.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1104.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1105.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1106.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1107.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1108.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1109.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1110.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1111.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1112.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1113.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1114.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1115.jpg,No
C:/Users/Lenovo/Documents/MyProjects/Machine learning/Brain Tumor Detection/dataset/Training/notumor\Tr-no_1116.jpg,No
